restaurant_name,rating,price_for_one,cuisine,item_name,description,price
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Tikka Biryani,,₹369
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken tandoori biryani,,₹369
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Extra chicken biryani rice,,₹149
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Extra chicken biryani piece,,₹85
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chilli Potato,,₹178
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chilli Paneer Dry,,₹210
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Gobhi Manchurian Dry,,₹180
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Honey Chilli Potato,,₹178
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chilli Paneer Gravy,,₹210
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Crispy Veg,,₹210
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Achari Tikka,,₹230
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer 65,,₹210
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Gobhi Manchurian Gravy,,₹180
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Tandoori Aloo,,₹252
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Finger Chips,,₹99
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mix Veg Pakora,,₹149
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Pakora,,₹210
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Malai Tikka,,₹235
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Fingers,,₹230
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Seekh Kabab,,₹210
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Hara Bhara Kabab,,₹230
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mushroom Tikka,,₹230
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Tikka,,₹230
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Lolipop,,₹230
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg 65,,₹140
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chilli Mushroom,,₹210
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Manchurian,,₹210
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Corn Salt & Pepper,,₹189
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Tandoori Platter,,₹349
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Tandoori Aloo with Sesame,,₹199
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Garlic Chicken,,₹262
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Crispy Chicken,,₹240
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Lolipop,,₹230
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken 65 Hyderabadi Spl,,₹225
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Malai Tikka,,₹280
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Papper,,₹252
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Ginger Chicken,,₹262
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Honey Crispy Chicken,,₹250
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Drum Stick,,₹245
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Lemon,,₹259
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Hariyali Tikka,,₹280
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Seekh Kabab,,₹299
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Tikka,,₹280
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Pudina Tikka,,₹280
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Egg,,₹20
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Boiled Chicken Qtr,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Boiled Chicken Half,,₹230
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Boiled Chicken Full,,₹399
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Angara Kabab,,₹280
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chilli Chicken Full (with bone),,₹470
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Lahesuni Tikka,,₹280
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Fried Chicken Full,,₹399
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Tandoori Chicken,,₹149
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Afghani Chicken Dry,,₹290
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chilli Chicken,,₹249
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Manchurian,,₹249
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Fried Chicken Half,,₹210
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chilli Chicken Half (with bone),,₹270
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Crispy Tangi Chicken,,₹290
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Reshmi kabab,,₹280
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Hot wings,,₹260
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Fish Tikka,,₹349
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Pakoda (boneless),,₹299
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Pakoda (with bone),,₹359
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Dal Makhani Full,,₹149
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Dal Makhani Half,,₹85
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Aloo Jeera,,₹105
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Aloo Gobhi,,₹126
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Gobhi Masala,,₹149
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Yellow Dal Tadka,,₹136
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Spe - Paneeer Changezi,,₹269
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Kaleji,,₹250
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Tak A Tak,,₹219
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Pasanda,,₹259
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Stuffed Tomato,,₹239
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Dum Aloo Kashmiri,,₹239
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Dum Aloo Punjabi,,₹239
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Boiled Veg,,₹126
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Lababdar,,₹239
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Malai Kofta,,₹239
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Dhaniya Adraki,,₹225
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Lababdar Half,,₹139
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Yellow Dal Fry,,₹136
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Kulchan,,₹230
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Shabanam curry,,₹239
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mix Veg,,₹80
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mix Veg Hyderabadi Spl,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mushroom Curry,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mushroom Masala,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mushroom Mutter,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Kolhapuri,,₹105
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Corn Peas Masala,,₹110
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mutter Paneer,,₹139
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Do Pyaza,,₹139
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Kali Mirch,,₹139
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Methi Malai,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Bhurji,,₹139
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Kadhai Paneer,,₹139
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Shahi Paneer,,₹139
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Butter Masala,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Tikka Masala,,₹159
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Creamy Cheese Pasta,,₹190
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Special Dal Banjara,,₹179
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Special Dal Bukhara,,₹179
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Avadhi,,₹225
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Cheez Roll,,₹290
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Dal Pancharatni,,₹160
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Kaju Curry,,₹249
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mutton Curry,,₹379
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mutton Masala,,₹379
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mutton Rogan Josh,,₹399
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mutton Kadhai,,₹379
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mutton Korma,,₹379
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Egg Curry,,₹130
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Tikka Butter Masala,,₹449
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Saagwale,,₹273
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Afghani Chicken Gravy Qtr,,₹190
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Handi Special (Half),,₹280
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Handi Special (Full),,₹520
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Murg Lahesuni Half,,₹310
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Murg Lahesuni Full,,₹590
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Tak-a-Tak,,₹332
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Egg Half-fry,,₹60
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Curry,,₹168
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Masala,,₹178
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Curry Home Style,,₹315
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Korma,,₹189
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Kadhai Chicken,,₹283
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Butter Chicken,,₹199
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Changezi,,₹330
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Kali Mirch,,₹336
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Murg Rara-E-Khas,,₹378
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Murg Lazizi Handi,,₹346
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Murg Makhni (Bone Less,,₹357
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Afghani Chicken,,₹357
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Lemon Chicken,,₹190
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Egg Omlet,,₹60
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Pasanda,,₹279
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",CHICKEN BURNT GARLIC RiCE,,₹189
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Pindaloo,,₹380
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Butter Chicken / Naan Combo,"QTR Butter chicken, 2 Butter Naan & Onion Salad [Serves 1]",₹199
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Butter Chicken / Naan Combo,,₹199
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Dal Makhni / Naan Combo,"Dal makhani, 2 butter Naan & Onion salad [Serves 1]",₹140
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Dal Makhni / Naan Combo,,₹140
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Dal Makhani / Rice Combo,"Dal Makhani, Jeera Rice & Onion Salad  [Serves 1]",₹140
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Dal Makhani / Rice Combo,,₹140
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Butter Chicken / Rice Combo,"QTR Butter Chicken, Jeera Rice & Onion Salad [Serves 1]",₹199
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Butter Chicken / Rice Combo,,₹199
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Burnt Garlic Noodles,,₹130
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Singapore Noodles,,₹140
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Hakka Noodles,,₹130
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Noodles,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Noodles,,₹180
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Singapore Noodles,,₹170
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Noodles,,₹150
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Hakka Noodles,,₹160
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Burnt Garlic Noodles,,₹160
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Cream Of Mushroom,,₹90
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Lemon Coriander Soup,,₹89
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Manchow Soup,,₹89
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Hot And Sour Soup,,₹89
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Sweet Corn Soup,,₹89
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Cream Of Tomato Soup,,₹79
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Cream Of Veg,,₹60
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Burnt Garlic Soup,,₹99
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Mutton Shorba,,₹149
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Tomato Dhaniya Shorba,,₹90
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Shorba,,₹149
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Burnt Garlic Soup,,₹119
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Hot And Sour Soup,,₹119
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Lung Fung Soup,,₹119
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Clear Soup,,₹119
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Sweet Corn Soup,,₹119
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Manchow Soup,,₹119
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Chicken Lemon Coriander Soup,,₹119
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Naan Plain,,₹30
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Tandoori Roti Plain,,₹14
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Kashmiri Naan,,₹75
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Kulcha,,₹40
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Keema Naan With Gravy,,₹189
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Amritsari Naan,,₹45
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Tandoori Roti Butter,,₹19
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Aloo Pyaz Lahsun Paratha,,₹110
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Missi Roti,,₹40
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Stuffed Naan,,₹45
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Aloo Paratha,,₹110
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Butter Naan,,₹40
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Stuffed Kulcha,,₹55
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Garlic Naan,,₹40
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Gobhi Pyaz Chur Chur Paratha,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Laccha Paratha,,₹40
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Gobhi Paratha,,₹110
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Roti Basket,,₹198
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Paratha,,₹149
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Extra Butter,,₹25
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Aloo Pyaaz Chur Chur Paratha,,₹120
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Plain Rice,,₹94
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Veg Burnt Garlic Rice,,₹130
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Kashmiri Pulav,,₹176
Tanisha's Restaurant Royal Hyderabadi Biryani,4.2,₹200 for one,"Biryani, Chinese, North Indian",Paneer Fried Rice,,₹150
